,Title,Published_date,Views,Likes,Favourites
1716,"BROKENNESS: Dealing With Spiritual Coldness  | Pst Israel Ahiaba | Sun 1st Sep, 2019 | 1st Service",2019-09-01T07:39:53Z,200,10,0
1717,"How To Pray When Stuck | Pst Bolaji Idowu | Tue 27th Aug, 2019 | Midweek Service",2019-08-27T20:27:52Z,845,14,0
1718,"How To Pray When Stuck | Pst Bolaji Idowu | Tue 27th Aug, 2019 | Midweek Service",2019-08-27T19:42:11Z,505,24,0
1719,"How To Pray When Stuck | Pst Bolaji Idowu | Tue 27th Aug, 2019 | Midweek Service",2019-08-27T18:15:30Z,108,1,0
1720,"How To Pray When Stuck | Pst Bolaji Idowu | Tue 27th Aug, 2019 | Midweek Service",2019-08-27T18:08:17Z,543,10,0
1721,"How To Pray When Stuck | Pst Kanmi Elegbede | Sun 25th Aug, 2019 | 4th Service",2019-08-25T13:37:31Z,266,8,0
1722,"How To Pray When Stuck | Pst Kanmi Elegbede | Sun 25th Aug, 2019 | 4th Service",2019-08-25T12:42:20Z,150,5,0
1723,"How To Pray When Stuck | Pst Kanmi Elegbede | Sun 25th Aug, 2019 | 3rd Service",2019-08-25T11:23:16Z,328,5,0
1724,"How To Pray When Stuck | Pst Kanmi Elegbede | Sun 25th Aug, 2019 | 3rd Service",2019-08-25T11:12:27Z,50,0,0
1725,"How To Pray When Stuck | Pst Bolaji Idowu | Sun 25th Aug, 2019 | 2nd Service",2019-08-25T09:49:49Z,844,17,0
1726,"How To Pray When Stuck | Pst Bolaji Idowu | Sun 25th Aug, 2019 | 2nd Service",2019-08-25T09:22:19Z,179,3,0
1727,"How To Pray When Stuck | Pst Bolaji Idowu | Sun 25th Aug, 2019 | 1st Service",2019-08-25T08:30:09Z,785,18,0
1728,"How To Pray When Stuck | Pst Bolaji Idowu | Sun 25th Aug, 2019 | 1st Service",2019-08-25T07:48:09Z,1536,56,0
1729,"Building A Defence Of Fire | Pst Bolaji Idowu | Tue 20th Aug, 2019 | Midweek Service",2019-08-20T20:20:52Z,889,16,0
1730,"Building A Defence Of Fire | Pst Bolaji Idowu | Tue 20th Aug, 2019 | Midweek Service",2019-08-20T19:22:37Z,496,15,0
1731,"Reversing Contrary Outcomes | Pst Bolaji Idowu | Sun 18th Aug, 2019 | 4th Service",2019-08-18T13:43:11Z,273,4,0
1732,"Reversing Contrary Outcomes | Pst Bolaji Idowu | Sun 18th Aug, 2019 | 4th Service",2019-08-18T12:40:14Z,253,8,0
1733,"Reversing Contrary Outcomes | Pst Bolaji Idowu | Sun 18th Aug, 2019 | 3rd Service",2019-08-18T11:41:37Z,395,6,0
1734,"Reversing Contrary Outcomes | Pst Bolaji Idowu | Sun 18th Aug, 2019 | 2nd Service",2019-08-18T11:06:12Z,101,2,0
1735,"Reversing Contrary Outcomes | Pst Gbenga Ajibola | Sun 18th Aug, 2019 | 2nd Service",2019-08-18T09:44:50Z,359,5,0
1736,"Reversing Contrary Outcomes | Pst Gbenga Ajibola | Sun 18th Aug, 2019 | 1st Service",2019-08-18T07:53:18Z,312,12,0
1737,"Reversing Contrary Outcomes | Pst Gbenga Ajibola | Sun 18th Aug, 2019 | 1st Service",2019-08-18T07:07:02Z,307,6,0
1738,"Edging Against Satanic Attacks | Pst Bolaji Idowu | Tue 13th Aug, 2019",2019-08-13T20:15:22Z,540,6,0
1739,"Edging Against Satanic Attacks | Pst Bolaji Idowu | Tue 13th Aug, 2019",2019-08-13T19:29:30Z,462,12,0
1740,"Edging Against Satanic Attacks | Pst Bolaji Idowu | Tue 13th Aug, 2019",2019-08-13T18:28:53Z,424,5,0
1741,"Edging Against Satanic Attacks | Pst Gbenga Ajibola | Sun 11th Aug, 2019 | 4th Service",2019-08-11T13:35:02Z,255,3,0
1742,"Edging Against Satanic Attacks | Pst Gbenga Ajibola | Sun 11th Aug, 2019 | 3rd Service",2019-08-11T11:25:48Z,268,6,0
1743,"Edging Against Satanic Attacks | Pst Nuel Manufor | Sun 11th Aug, 2019 | 2nd Service",2019-08-11T09:54:15Z,624,9,0
1744,"Edging Against Satanic Attacks | Pst Nuel Manufor | Sun 11th Aug, 2019 | 2nd Service",2019-08-11T09:20:35Z,640,8,0
1745,"Edging Against Satanic Attacks | Pst Nuel Manufor | Sun 11th Aug, 2019 | 1st Service",2019-08-11T08:01:04Z,557,10,0
1746,"Edging Against Satanic Attacks | Pst Nuel Manufor | Sun 11th Aug, 2019 | 1st Service",2019-08-11T07:43:02Z,954,20,0
1747,"Prevailing Prayers | Pst Nuel Manufor | Tue 6th, 2019 | Midweek Service",2019-08-06T20:13:44Z,1130,19,0
1748,"Building A Shield Against Satanic Attacks| Pst Dayo Ogunrombi | Sun 4th, 2019 | 4th Service",2019-08-04T13:27:09Z,304,8,0
1749,"Building A Shield Against Satanic Attacks| Pst Dayo Ogunrombi | Sun 4th, 2019 | 4th Service",2019-08-04T12:39:34Z,174,4,0
1750,"Building A Shield Against Satanic Attacks| Pst Gbenga Ajibola | Sun 4th, 2019 | 3rd Service",2019-08-04T11:29:10Z,364,8,0
1751,"Building A Shield Against Satanic Attacks| Pst Gbenga Ajibola | Sun 4th, 2019 | 2nd Service",2019-08-04T09:45:14Z,413,4,0
1752,"Building A Shield Against Satanic Attacks | Pst Gbenga Ajibola | Sun 4th Aug, 2019 | 1st Service",2019-08-04T08:00:50Z,502,8,0
1753,"Recognizing Spiritual Guidance | Pst Bolaji Idowu | Tue 30th Jul, 2019",2019-07-30T20:09:42Z,837,24,0
1754,"Recognizing Spiritual Guidance | Pst Bolaji Idowu | Tue 30th Jul, 2019",2019-07-30T19:05:47Z,543,14,0
1755,"Guidance Of The Holy Spirit | Pst. Gbenga Ajibola | Sun 28th Jul, 2019 | 4th Service",2019-07-28T13:46:52Z,203,4,0
1756,"Guidance Of The Holy Spirit | Pst. Gbenga Ajibola | Sun 28th Jul, 2019 | 4th Service",2019-07-28T12:21:22Z,173,3,0
1757,"Guidance Of The Holy Spirit | Pst. Gbenga Ajibola | Sun 28th Jul, 2019 | 3rd Service",2019-07-28T11:38:28Z,425,12,0
1758,"Guidance Of The Holy Spirit | Pst. Dayo Ogunrombi | Sun 28th Jul, 2019 | 2nd Service",2019-07-28T09:46:33Z,170,3,0
1759,"Guidance Of The Holy Spirit | Pst. Dayo Ogunrombi | Sun 28th Jul, 2019 | 2nd Service",2019-07-28T09:09:34Z,255,2,0
1760,"Guidance Of The Holy Spirit | Pst. Dayo Ogunrombi | Sun 28th Jul, 2019 | 2nd Service",2019-07-28T08:59:24Z,31,0,0
1761,"Guidance Of The Holy Spirit | Pst. Dayo Ogunrombi | Sun 28th Jul, 2019 | 1st Service",2019-07-28T08:02:08Z,385,9,0
1762,"Guidance Of The Holy Spirit | Pst. Bolaji Idowu | Sun 28th Jul, 2019 | 1st Service",2019-07-28T07:50:31Z,87,1,0
1763,"The Impact Of The Ministry Of The Holy Spirit | Pst. Bolaji Idowu | Sun 28th Jul, 2019 | 1st Service",2019-07-28T06:45:44Z,107,0,0
1764,"The Impact Of The Ministry Of The Holy Spirit | Pst. Bolaji Idowu | Sun 28th Jul, 2019 | 1st Service",2019-07-28T06:06:42Z,95,0,0
1765,"The Impact Of The Ministry Of The Holy Spirit | Pst. Feranmi James | Tue 23rd Jul, 2019",2019-07-23T20:16:35Z,635,14,0
1766,"The Impact Of The Ministry Of The Holy Spirit | Pst. Feranmi James | Tue 23rd Jul, 2019",2019-07-23T19:02:31Z,407,14,0
1767,"We Love Your Name | ExaltedTribe | Tue 16th Jul, 2019",2019-07-23T14:04:21Z,1141,39,0
1768,"Exalted Tribe | Tue 16th Jul, 2019",2019-07-23T14:04:20Z,437,12,0
1769,"Exalted Tribe | Tue 16th Jul, 2019",2019-07-23T14:04:20Z,7481,116,0
1770,"The Ministry Of The Holy Spirit | Pst. Bolaji Idowu | Sun 21st Jul, 2019 | 4th Service",2019-07-21T14:24:05Z,500,10,0
1771,"The Ministry Of The Holy Spirit | Pst. Bolaji Idowu | Sun 21st Jul, 2019 | 3rd Service",2019-07-21T12:45:10Z,544,9,0
1772,"The Ministry Of The Holy Spirit | Pst. Bolaji Idowu | Sun 21st Jul, 2019 | 3rd Service",2019-07-21T11:18:08Z,252,4,0
1773,"The Ministry Of The Holy Spirit | Pst. Bolaji Idowu | Sun 21st Jul, 2019 | 3rd Service",2019-07-21T10:53:39Z,481,10,0
1774,"The Ministry Of The Holy Spirit | Pst. Kanmi Elegbede | Sun 21st Jul, 2019 | 2nd Service",2019-07-21T09:42:27Z,380,9,0
1775,"The Ministry Of The Holy Spirit | Pst. Kanmi Elegbede | Sun 21st Jul, 2019 | 1st Service",2019-07-21T07:59:46Z,446,5,0
1776,"The Power Of The Holy Spirit | Pst. Tope Magaji | Tue 16th Jul, 2019",2019-07-16T19:19:10Z,345,6,0
1777,"The Holy Spirit | Pst. Tope Magaji | Tue 16th Jul, 2019",2019-07-16T18:00:04Z,558,7,0
1778,"The Person & Ministry Of The Holy Spirit | Pst. Gbenga Ajibola | Sun 14th Jul, 2019 | 4th Service",2019-07-14T13:44:44Z,320,6,0
1779,"The Person & Ministry Of The Holy Spirit | Pst. Gbenga Ajibola | Sun 14th Jul, 2019 | 3rd Service",2019-07-14T11:42:54Z,492,11,0
1780,"The Person & Ministry Of The Holy Spirit | Pst. Dayo Ogunrombi | Sun 14th Jul, 2019 | 2nd Service",2019-07-14T09:45:02Z,407,8,0
1781,"The Person & Ministry Of The Holy Spirit | Pst. Dayo Ogunrombi | Sun 14th Jul, 2019 | 2nd Service",2019-07-14T09:18:30Z,107,3,0
1782,"The Person & Ministry Of The Holy Spirit | Pst. Dayo Ogunrombi | Sun 14th Jul, 2019 | 1st Service",2019-07-14T08:06:01Z,441,7,0
1783,"The Person & Ministry Of The Holy Spirit | Pst. Dayo Ogunrombi | Sun 14th Jul, 2019 | 1st Service",2019-07-14T07:36:09Z,90,2,0
1784,"Thanksgiving | Pst. Olumide Aikulola | Tue 9th Jul, 2019",2019-07-09T20:07:54Z,874,14,0
1785,Exalted Tribe,2019-07-09T18:46:40Z,40637,737,0
1786,"MIDYEAR THANKSGIVING With Big Bolaji | Pst. Bolaji Idowu | Sun 7th Jul, 2019 | 4th Service",2019-07-07T13:51:19Z,2153,25,0
1787,"MIDYEAR THANKSGIVING With Big Bolaji | Pst. Bolaji Idowu | Sun 7th Jul, 2019 | 3rd Service",2019-07-07T11:36:39Z,1762,24,0
1788,"The Power Of Thanksgiving | Pst. Bolaji Idowu | Sun 7th Jul, 2019 | 3rd Service",2019-07-07T11:02:14Z,210,6,0
1789,"MIDYEAR THANKSGIVING With Big Bolaji | Pst. Dayo Ogunrombi | Sun 7th Jul, 2019 | 2nd Service",2019-07-07T09:53:36Z,816,5,0
1790,"MIDYEAR THANKSGIVING With Big Bolaji | Pst. Dayo Ogunrombi | Sun 7th Jul, 2019 | 1st  Service",2019-07-07T08:03:04Z,1462,17,0
1791,"MIDYEAR THANKSGIVING With Big Bolaji | Pst. Dayo Ogunrombi | Sun 7th Jul, 2019 | 2nd Service",2019-07-07T07:53:01Z,103,1,0
1792,"The Power Of Thanksgiving | Pst. Dayo Ogunrombi | Sun 7th Jul, 2019 | 1st  Service",2019-07-07T07:38:28Z,155,1,0
1793,"REFUEL | Pst. Bolaji Idowu | Tue 2nd Jul, 2019",2019-07-02T21:49:34Z,802,11,0
1794,"REFUEL | Pst. Bolaji Idowu | Tue 2nd Jul, 2019",2019-07-02T19:32:03Z,1085,23,0
1795,"New Creation Realities | Pst. Kanmi Elegbede | Sun 30th Jun, 2019 | 4th Service",2019-06-30T13:45:50Z,65,1,0
1796,"New Creation Realities | Pst. Kanmi Elegbede | Sun 30th Jun, 2019 | 4th Service",2019-06-30T13:21:14Z,182,5,0
1797,"New Creation Realities | Pst. Kanmi Elegbede | Sun 30th Jun, 2019 | 3rd Service",2019-06-30T11:47:32Z,280,4,0
1798,"New Creation Realities | Pst. Kanmi Elegbede | Sun 30th Jun, 2019 | 2nd Service",2019-06-30T09:56:14Z,394,5,0
1799,"New Creation Realities | Pst. Bolaji Idowu | Sun 30th Jun, 2019 | 1st Service",2019-06-30T08:17:54Z,767,13,0
1800,"HEPTA | Pst. Bolaji Idowu | Tue 25th Jun, 2019",2019-06-25T20:25:28Z,940,21,0
1801,"Prevail | Pst. Gbenga Ajibola | Sun 23rd Jun, 2019 | 4th Service",2019-06-23T14:09:16Z,370,12,0
1802,"Prevail | Pst. Bolaji Idowu | Sun 23rd Jun, 2019 | 3rd Service",2019-06-23T11:32:17Z,524,12,0
1803,"Prevail | Pst. Gbenga Ajibola | Sun 23rd Jun, 2019 | 3rd Service",2019-06-23T09:57:12Z,131,4,0
1804,"Prevail | Pst. Gbenga Ajibola | Sun 23rd Jun, 2019 | 2nd Service",2019-06-23T09:43:04Z,498,10,0
1805,"Prevail | Pst. Kanmi Elegbede | Sun 23rd Jun, 2019 | 1st Service",2019-06-23T07:52:58Z,424,5,0
1806,"Prevail | Pst. Kanmi Elegbede | Sun 23rd Jun, 2019 | 1st Service",2019-06-23T07:21:59Z,81,1,0
1807,"New Creation Realities | Pst. Bolaji Idowu | Sun 23rd Jun, 2019 | 1st Service",2019-06-23T06:35:03Z,308,2,0
1808,"Night of Worship | Pst. Bolaji Idowu | Tue 18th Jun, 2019",2019-06-18T20:15:31Z,2009,41,0
1809,"Father's Day | Pst. Dayo Ogunrombi | Sun 16th Jun, 2019 | 4th Service",2019-06-16T13:59:14Z,209,2,0
1810,"Father's Day | Pst. Dayo Ogunrombi | Sun 16th Jun, 2019 |  3rd Service",2019-06-16T11:42:24Z,242,4,0
1811,"Father's Day | Pst. Bolaji Idowu | Sun 16th Jun, 2019 |  2nd Service",2019-06-16T10:00:07Z,588,9,0
1812,"Father's Day | Pst. Bolaji Idowu | Sun 16th Jun, 2019 |  1st Service",2019-06-16T08:18:06Z,626,12,0
1813,"Father's Day | Pst. Bolaji Idowu | Sun 16th Jun, 2019 |  1st Service",2019-06-16T08:06:13Z,374,5,0
1814,We Love Your Name | Exalted Tribe,2019-06-16T06:43:31Z,977,28,0
1815,"Hepta | Pst. Kunle Soriyan | Tue 11th Jun, 2019 |  Midweek Service",2019-06-11T20:17:09Z,3758,59,0
1816,"Hepta | Pst. Kunle Soriyan | Tue 11th Jun, 2019 |  Midweek Service",2019-06-11T18:56:32Z,2040,17,0
1817,"Dominate | Pst. Bolaji Idowumm  | Sun 9th Jun, 2019 | 4th Service",2019-06-09T13:45:35Z,663,9,0
1818,"Dominate | Pst. Kunle Soriyan  | Sun 9th Jun, 2019 | 3rd Service",2019-06-09T11:31:45Z,1283,25,0
1819,"Dominate | Pst. Kunle Soriyan  | Sun 9th Jun, 2019 | 2nd Service",2019-06-09T10:05:05Z,2955,47,0
1820,"Dominate | Pst. Kunle Soriyan  | Sun 9th Jun, 2019 | 3rd Service",2019-06-09T10:03:51Z,416,4,0
1821,"Dominate | Pst. Kunle Soriyan  | Sun 9th Jun, 2019 | 1st Service",2019-06-09T08:16:09Z,7335,101,0
1822,"Hepta | Pst. Bolaji Idowu  | Tue 4th Jun, 2019",2019-06-04T20:41:19Z,702,16,0
1823,"Hepta | Pst. Bolaji Idowu  | Tue 4th Jun, 2019",2019-06-04T19:28:32Z,566,12,0
1824,"The Power Of Revelation  | Pst. Ayokanmi Elegbede  | Sun 2nd Jun, 2019 | 4th Service",2019-06-02T13:55:42Z,326,5,0
1825,"The Power Of Revelation | Pst Kanmi Elegbede | Sun 2nd Jun, 2019 | 3rd Service",2019-06-02T11:32:52Z,415,11,0
1826,"The Power Of Revelation | Pst Bolaji Idowu | Sun 2nd Jun, 2019 | 2nd Service",2019-06-02T10:07:45Z,765,16,0
1827,"The Power Of Revelation | Pst Bolaji Idowu | Sun 2nd Jun, 2019 | 1st Service",2019-06-02T08:12:58Z,426,4,0
1828,"The Power Of Revelation | Pst Bolaji Idowu | Sun 2nd Jun, 2019 | 1st Service",2019-06-02T07:51:41Z,376,10,0
1829,"ENCOUNTER | Ty Bello | Sat 20th Apr, 2019",2019-04-20T19:35:18Z,723,17,0
1830,Worship | Exalted Tribe,2019-04-02T18:08:58Z,1374,33,0
1831,Exalted Tribe I Worship,2019-03-10T12:06:07Z,883,18,0
1832,Exalted Tribe,2019-03-03T07:58:08Z,675,14,0
1833,Worship | Exalted Tribe,2019-02-24T07:01:09Z,643,11,0
1834,So Will I | Grace Mac,2019-02-24T06:52:04Z,1526,51,0
1835,Grace | Exalted Tribe,2019-02-13T17:39:24Z,885,19,0
1836,Worship | Exalted Tribe,2019-02-13T04:22:30Z,3375,73,0
1837,Worship | Exalted Tribe,2019-01-29T18:16:52Z,1825,37,0
1838,"WINEPRESS 2019 | The Mystery of Impartation | Apostle Joshua Selman | Sunday 27th Jan, 2019",2019-01-27T13:07:36Z,24542,405,0
1839,"WINEPRESS 2019 | How to Receive | Pst Bolaji Idowu | Sunday 27th Jan, 2019 | 3rd Service",2019-01-27T11:02:28Z,480,5,0
1840,"WINEPRESS 2019 | Pst Jerry Eze | Sat 26th Jan, 2019",2019-01-26T18:47:15Z,11139,178,0
1841,"WINEPRESS 2019 | Pst Jerry Eze | Prayer Session for Women | Sat 26th Jan, 2019",2019-01-26T17:15:34Z,2136,34,0
1842,"WINEPRESS 2019 | Worship with Pst Kunle Ajayi | Fri 25th Jan, 2019",2019-01-25T18:27:22Z,2921,39,0
1843,WINEPRESS 2019 | Worship with Pritch,2019-01-24T18:29:01Z,1376,34,0
1844,WINEPRESS 2019 | Worship with Nathaniel Bassey,2019-01-24T18:07:31Z,56142,641,0
1845,"WINEPRESS 2019 | The Anointing | Apostle Joshua Selman | Wed 23rd Jan, 2019 | Evening",2019-01-24T04:30:09Z,170234,1953,0
1846,"WINEPRESS 2019 | The Anointing | Apostle Joshua Selman | Wed 23rd Jan, 2019 | Evening",2019-01-23T21:33:44Z,22238,335,0
1847,"WINEPRESS 2019 | The Anointing and Honour - Pt1 | Apostle Joshua Selman | Wed 23rd Jan, 2019",2019-01-23T13:47:13Z,15995,249,0
1848,"WINEPRESS 2019 | The Anointing and Honour - Pt 2  | Apostle Joshua Selman | Wed 23rd Jan, 2019",2019-01-23T12:53:21Z,8383,115,0
1849,Fantasia 2018 | Pt 1,2018-12-31T03:01:40Z,174,6,0
1850,Halleluyah | Abbey Ojomu,2018-11-20T18:53:09Z,5256,126,0
1851,Night Of Worship | Sarah | Pritch,2018-11-20T18:26:52Z,3416,40,0
1852,High Praise | Exalted Tribe,2018-11-18T11:43:24Z,10261,146,0
1853,Worship | Exalted Tribe,2018-11-18T07:20:12Z,22534,295,0
1854,Exalted Tribe Worship,2018-11-06T18:20:13Z,5083,85,0
1855,Overcoming Depression and Suicidal Thoughts | Pst. Bolaji Idowu,2018-11-04T11:25:03Z,858,25,0
1856,Exalted Tribe Worship,2018-11-04T09:48:25Z,9522,113,0
1857,Exalted Tribe | Worship,2018-11-04T07:45:41Z,17226,270,0
1858,Praise Medley | Exalted Tribe,2018-10-28T08:36:26Z,3576,35,0
1859,Exalted Tribe Praise,2018-10-23T19:23:02Z,3614,41,0
1860,Exalted Tribe,2018-10-23T18:36:07Z,6638,116,0
1861,Exalted Tribe,2018-10-08T05:17:18Z,5020,58,0
1862,Exalted Tribe | High Praise,2018-10-07T09:25:32Z,9672,115,0
1863,Exalted Tribe Worship Medley,2018-10-07T07:12:56Z,10427,152,0
1864,Praise with Exalted Tribe,2018-10-07T07:08:42Z,2987,40,0
1865,Worship - Exalted Tribe,2018-10-02T19:28:20Z,10336,180,0
1866,"3rd Service | FERVENCY: The Power of Fasting & Prayer | Pst Bolaji Idowu | Sun 19th Aug, 2018",2018-08-19T11:39:15Z,344,9,0
1867,"1st Service | Leading Of The Holy Ghost | Pst. Bolaji Idowu | Sun 29th July, 2018",2018-07-29T08:15:12Z,316,10,0
1868,"3rd Service | Recognizing Spiritual Guidance | Pst. Bolaji Idowu | Sun 22nd July, 2018",2018-07-22T11:20:10Z,228,1,0
1869,"3rd Service | HOLY GHOST: Recognizing Spiritual Guidance | Pst. Bolaji Idowu | Sun 15th July, 2018",2018-07-15T11:41:11Z,355,5,0
1870,"1st Service | Recognizing Spirtual Guidance | Pst. Bolaji Idowu | Sun 8th July, 2018",2018-07-08T08:13:31Z,402,8,0
1871,"| Sun 6th May, 2018 | 1st Service",2018-05-06T08:07:30Z,0,0,0
1872,"4th Service | Activating Spiritual Possibilities | Sun 11th Mar, 2018",2018-03-11T11:15:09Z,0,0,0
1873,"#UNBROKEN | 2nd Service | Sun 1st Oct, 2017 |",2017-10-01T07:52:20Z,0,0,0
1874,"2nd Service | Sun 17th Sep, 2017 | Pst Dayo Ogunrombi",2017-09-17T09:35:50Z,0,1,0
1875,"The Gifts Of The Holy Spirit | Midweek Service | Tuesday 27th June, 2017 | Minister Kemi Williams",2017-06-27T19:28:02Z,0,0,0
1876,"Discerning The Leading Of The Holy Spirit | 4th Service | Sun 25th June, 2017 | Pst Kanmi Elegbede",2017-06-25T13:02:35Z,0,0,0
1877,"Immersion | Prayer & Worship Conference | Saturday 24th June, 2017",2017-06-24T20:09:09Z,0,2,0
1878,The Gifts Of The Holy Spirit | Midweek Service | Tuesday 20th June 2017 | Pastor Bolaji Idowu,2017-06-23T16:41:22Z,0,0,0
1879,The Ministry Of The Holy Spirit | Fourth Service | Sunday 18th June 2017 | Pastor Bolaji Idowu,2017-06-18T12:59:25Z,0,0,0
1880,"The Gifts Of The Holy Spirit | Midweek Service | Tuesday 13th June, 2017 | Pastor Bolaji Idowu",2017-06-13T19:51:53Z,0,0,0
1881,"In-Filling of the Holy Spirit  | Fourth Service | Sunday 11th June, 2017 | Pastor Bolaji Idowu",2017-06-11T13:09:18Z,0,0,0
1882,"Refuel | Tuesday 6th June, 2017",2017-06-11T05:37:25Z,0,0,0
1883,"Refuel | Tuesday 6th June, 2017",2017-06-06T19:33:21Z,0,0,0
1884,"The Ministry Of The Holy Spirit | Fourth Service | Sunday 4th June, 2017 | Pastor Bolaji Idowu",2017-06-04T12:46:05Z,0,0,0
1885,"The Ministry Of The Holy Spirit | Second Service | Sunday 4th June, 2017 | Pastor Bolaji Idowu",2017-06-04T07:55:16Z,0,0,0
1886,"Ignite  | Prayer Service | Saturday 3rd June, 2017 | Pastor Bolaji Idowu",2017-06-04T05:56:55Z,0,0,0
1887,"Ignite  | Prayer Service | Saturday 3rd June, 2017 | Pastor Bolaji Idowu",2017-06-03T10:38:10Z,0,0,0
1888,"Strategy | Second Service | Sunday 28th May, 2017 | Pastor Ron Oseji",2017-05-28T09:07:59Z,0,0,0
1889,"Strategy | Second Service | Sunday 28th May, 2017 |",2017-05-28T07:36:30Z,0,0,0
1890,"Night of Worship | Tuesday 16th May, 2017 | Pastor Bolaji Idowu",2017-05-21T05:55:55Z,0,0,0
1891,"Night of Worship | Tuesday 16th May, 2017 | Pastor Bolaji Idowu",2017-05-16T19:51:13Z,0,0,0
1892,"The Power of Vision | Second Service | Sunday 14th May, 2017 | Pastor Dayo Ogunrombi",2017-05-14T09:41:20Z,0,0,0
1893,"The Power of Vision | Sunday Service | Sunday 14th May, 2017 | Pastor Dayo Ogunrombi",2017-05-14T07:45:00Z,0,0,0
1894,"The Power of Vision | Midweek Service | Tuesday 9th May, 2017 | Pastor Bolaji Idowu",2017-05-09T19:34:08Z,0,0,0
1895,"WORSHIP WITHOUT BORDERS | Third Service | Sunday 7th May, 2017 | Pastor Bolaji Idowu",2017-05-07T13:04:55Z,0,0,0
1896,"WORSHIP WITHOUT BORDERS | Third Service | Sunday 7th May, 2017 | Pastor Bolaji Idowu",2017-05-07T09:35:21Z,0,0,0
1897,"REFUEL | Tuesday 2nd May, 2017",2017-05-02T19:36:00Z,0,0,0
1898,"REVEALING JESUS | Fourth Service | Sunday 30th April, 2017 | Pastor Bolaji Idowu",2017-04-30T12:54:30Z,0,0,0
1899,"REVEALING JESUS | Second Service | Sunday 23rd April, 2017",2017-04-23T09:01:38Z,0,0,0
1900,"REVEALING JESUS | Second Service | Sunday 23rd April, 2017",2017-04-23T08:10:34Z,0,0,0
1901,"Midweek Service | Tuesday 18th April, 2017",2017-04-18T19:40:13Z,0,0,0
1902,"Easter Sunday | Third Service  | Sunday 16th April, 2017",2017-04-16T11:16:02Z,0,0,0
1903,"Easter Sunday | First Service  | Sunday 16th April, 2017",2017-04-16T06:28:15Z,0,0,0
1904,"Encounter | Night Of Worship & Miracles | Friday 14th April, 2017",2017-04-14T20:19:27Z,0,0,0
1905,"Midweek Service | Tuesday 11th April, 2017",2017-04-14T15:18:18Z,0,0,0
1906,"Sunday Service | 4th Service | 9th April, 2017",2017-04-09T12:59:05Z,0,0,0
1907,"Sunday Service | 2nd Service | 9th April, 2017",2017-04-09T08:00:15Z,0,0,0
1908,"Sunday Service | 4th Service | 2nd April, 2017 | Fulfilling Purpose by Nuel Manufor",2017-04-02T12:59:15Z,0,0,0
1909,"Sunday Service | 2nd Service | 2nd April, 2017 | Fulfilling Purpose with  Omowunmi Idowu",2017-04-02T09:39:21Z,0,0,0
1910,Harvesters Mother's Day |  1st Service,2017-03-26T07:43:27Z,0,0,0
1911,Harvesters Entreprenuers Forum - March Edition,2017-03-25T13:16:31Z,0,0,0
1912,Harvesters Entreprenuers Forum - March Edition,2017-03-25T11:21:46Z,0,0,0
1913,Night of Worship Service 21st March 2017. #MidweekService,2017-03-25T10:17:34Z,0,0,0
1914,Night of Worship Service 21st March 2017. #MidweekService,2017-03-21T19:15:21Z,0,0,0
1915,Barriers to Increase | Mr Bukky Williams Fourth Service 12/03/2017,2017-03-12T13:03:59Z,0,2,0
1916,Barriers to Increase | Pastor Dayo Ogunrombi Third Service 12/03/2017,2017-03-12T11:28:24Z,0,0,0
1917,Barriers to Increase | Pastor Dayo Ogunrombi First Service 12/03/2017,2017-03-12T07:40:34Z,0,0,0
1918,Refuel: Fasting & Prayer Midweek Service 07/03/2017,2017-03-12T05:47:41Z,0,0,0
1919,#MidweekService; 28/02/2017  | Pastor Kanmi Elegbede - Enduring Change by the Word,2017-03-05T06:33:04Z,0,0,0
1920,#MidweekService - 21/02/2017,2017-02-21T19:36:27Z,0,0,0
1921,Impact Sunday - 19/02/2017; Leveraging God's Power for Business and Career Progress,2017-02-21T11:42:43Z,0,0,0
